shot_id,player_id,game_id,shot_type,result,minutes_remaining,seconds_remaining
697,1642505,22200409,3PT,made,4,7
698,1642505,22200409,3PT,made,3,46
699,1642505,22200409,3PT,made,0,56
700,1642505,22200409,FT,made,7,38
701,1642505,22200409,FT,missed,1,15
702,1628964,22200574,3PT,missed,2,42
703,1628964,22200574,3PT,made,4,19
704,1628964,22200574,FT,made,1,4
705,1629652,22200574,3PT,missed,5,56
706,1629652,22200574,2PT,made,8,29
707,202693,22200574,FT,missed,7,37
708,202693,22200574,3PT,made,8,23
709,202693,22200574,FT,missed,5,28
710,202693,22200574,FT,made,0,15
711,202693,22200574,FT,made,4,17
712,1630528,22200574,3PT,made,11,0
713,1630528,22200574,FT,missed,5,48
714,1630528,22200574,2PT,made,5,36
715,1630528,22200574,FT,made,3,44
716,1641734,22200574,FT,made,11,27
717,1641734,22200574,FT,missed,7,44
718,1641734,22200574,FT,missed,3,49
719,1642260,22200574,FT,missed,9,16
720,1642260,22200574,3PT,made,9,48
721,1642260,22200574,3PT,made,7,54
722,1641744,22200574,2PT,missed,11,53
723,1641744,22200574,3PT,missed,4,38
724,1630548,22200574,2PT,made,6,59
725,1630548,22200574,FT,missed,1,12
726,1628997,22200574,2PT,missed,10,48
727,1628997,22200574,3PT,missed,2,18
728,1628997,22200574,FT,made,2,35
729,1628997,22200574,3PT,missed,4,14
730,1628997,22200574,2PT,missed,1,22
731,1630217,22200574,3PT,missed,5,46
732,1630217,22200574,FT,missed,9,57
733,1630217,22200574,3PT,made,0,14
734,1630217,22200574,2PT,missed,9,25
735,1630217,22200574,FT,missed,1,18
736,1630591,22200976,3PT,missed,6,55
737,1630591,22200976,3PT,missed,2,45
738,1626192,22200976,3PT,made,4,20
739,1626192,22200976,2PT,missed,11,2
740,1626192,22200976,FT,missed,3,30
741,1631246,22200976,3PT,missed,11,25
742,1631246,22200976,2PT,missed,2,48
743,1630598,22200976,FT,missed,6,37
744,1630598,22200976,3PT,made,0,57
745,1630598,22200976,3PT,made,0,17
746,1627777,22200976,3PT,made,0,37
747,1627777,22200976,FT,missed,0,35
748,1627777,22200976,FT,made,1,34
749,1629673,22200976,3PT,made,7,8
750,1629673,22200976,FT,missed,9,23
751,1629673,22200976,FT,missed,7,28
752,203944,22200976,2PT,missed,11,2
753,203944,22200976,2PT,missed,4,1
754,203944,22200976,FT,made,6,1
755,1628975,22200976,2PT,made,6,50
756,1628975,22200976,3PT,missed,1,30
757,1628975,22200976,3PT,missed,8,8
758,1628975,22200976,3PT,made,7,53
759,1628975,22200976,FT,made,10,12
760,1627824,22200976,3PT,missed,7,59
761,1627824,22200976,2PT,missed,10,8
762,1631165,22200976,FT,made,1,50
763,1631119,22300694,3PT,missed,3,48
764,1627736,22300694,FT,missed,0,41
765,1628470,22300694,2PT,missed,6,48
766,1628470,22300694,3PT,missed,2,37
767,1628470,22300694,2PT,made,11,31
768,1628470,22300694,3PT,made,10,51
769,1627832,22300694,3PT,missed,10,28
770,1641723,22300694,2PT,made,9,53
771,1641723,22300694,3PT,missed,2,7
772,1641725,22300694,FT,missed,11,2
773,1641725,22300694,FT,missed,0,26
774,1641725,22300694,2PT,made,3,28
775,1641725,22300694,FT,made,11,36
776,1641725,22300694,FT,missed,0,50
777,1642379,22300694,3PT,missed,0,31
778,1627749,22300694,2PT,missed,6,12
779,1627749,22300694,FT,missed,2,37
780,1628379,22300694,3PT,missed,7,56
781,1628379,22300694,FT,missed,7,37
782,1628379,22300694,FT,missed,8,15
783,1628379,22300694,3PT,missed,8,6
784,1628379,22300694,FT,made,1,45
785,1641711,22300694,2PT,made,9,41
786,1641711,22300694,2PT,made,11,22
787,1641711,22300694,3PT,missed,2,15
788,1627763,22300445,3PT,missed,5,52
789,1627763,22300445,FT,missed,9,39
790,1627763,22300445,2PT,missed,4,25
791,1630581,22300445,3PT,missed,4,52
792,1630581,22300445,3PT,made,6,56
793,1630581,22300445,FT,made,2,36
794,1630581,22300445,FT,made,2,2
795,1630581,22300445,2PT,missed,7,21
796,1642267,22300445,2PT,missed,3,33
797,1628973,22300445,2PT,missed,3,28
798,1628973,22300445,2PT,missed,10,57
799,1628973,22300445,2PT,made,9,8
800,1628973,22300445,FT,missed,11,26
801,1626145,22300445,2PT,missed,2,8
802,1626145,22300445,FT,missed,6,17
803,1626145,22300445,2PT,made,6,1
804,1626145,22300445,3PT,missed,7,44
805,1626145,22300445,3PT,missed,11,7
806,1641718,22300445,FT,missed,1,39
807,1641718,22300445,FT,missed,10,55
808,1641718,22300445,3PT,made,9,19
809,1641718,22300445,2PT,missed,7,28
810,1641718,22300445,FT,made,6,50
811,1630231,22300445,2PT,missed,0,48
812,1630249,22300445,3PT,made,4,48
813,1630527,22300445,3PT,made,0,52
814,1628970,22300445,3PT,missed,4,46
815,202681,21900740,2PT,made,6,20
816,1630639,21900740,3PT,made,6,25
817,1630639,21900740,3PT,missed,11,46
818,1630639,21900740,2PT,missed,10,44
819,1630639,21900740,3PT,missed,11,25
820,1628408,21900740,2PT,missed,0,34
821,1628408,21900740,2PT,missed,6,41
822,1628408,21900740,3PT,missed,7,54
823,1629628,21900740,2PT,missed,2,20
824,1629628,21900740,FT,missed,3,21
825,1629628,21900740,3PT,missed,8,23
826,1629628,21900740,3PT,made,8,24
827,1641718,21900740,3PT,missed,3,23
828,1641718,21900740,3PT,made,10,57
829,203924,21900740,3PT,made,11,40
830,203924,21900740,FT,missed,7,38
831,1628381,21900740,3PT,made,5,41
832,1628381,21900740,2PT,made,2,5
833,1628381,21900740,3PT,missed,1,8
834,1628381,21900740,3PT,missed,0,23
835,1631210,21900740,2PT,made,0,25
836,1631210,21900740,FT,made,7,2
837,1631210,21900740,2PT,missed,6,43
838,1631210,21900740,3PT,missed,2,10
839,1631210,21900740,2PT,made,5,15
840,1631212,21900740,FT,made,1,26
841,1631212,21900740,FT,missed,4,45
842,1629669,21900740,3PT,missed,2,10
843,1628960,21900260,3PT,made,4,48
844,1628960,21900260,FT,missed,5,23
845,1628969,21900260,FT,missed,4,7
846,1628969,21900260,FT,made,10,24
847,1628969,21900260,FT,missed,1,26
848,1630573,21900260,FT,made,3,16
849,1630573,21900260,2PT,made,3,0
850,1630573,21900260,3PT,missed,5,11
851,1630573,21900260,2PT,missed,2,56
852,1630643,21900260,FT,made,0,19
853,1630643,21900260,3PT,made,8,28
854,1630643,21900260,2PT,missed,5,30
855,1630643,21900260,2PT,made,9,34
856,1642272,21900260,2PT,missed,8,51
857,1629026,21900260,FT,missed,8,25
858,1629026,21900260,FT,missed,6,22
859,1629026,21900260,FT,made,0,20
860,1629026,21900260,FT,made,3,28
861,1629026,21900260,3PT,missed,0,17
862,1629611,21900260,2PT,missed,11,17
863,1629611,21900260,2PT,missed,10,37
864,2544,21900260,2PT,missed,6,59
865,2544,21900260,3PT,missed,0,34
866,2544,21900260,FT,made,6,22
867,2544,21900260,3PT,made,1,48
868,1630283,21900260,2PT,made,3,59
869,1630283,21900260,2PT,missed,0,36
870,1630283,21900260,FT,missed,6,41
871,1630194,21900260,FT,made,8,29
872,1630194,21900260,3PT,made,11,4
873,1642272,22000910,2PT,made,8,12
874,1642272,22000910,2PT,missed,4,39
875,1642272,22000910,2PT,made,0,24
876,1642272,22000910,2PT,made,6,16
877,1641755,22000910,FT,missed,6,8
878,1630559,22000910,2PT,missed,10,44
879,1630559,22000910,FT,made,11,23
880,1631131,22000910,FT,missed,10,33
881,1631131,22000910,FT,missed,5,58
882,1631131,22000910,FT,missed,11,43
883,1631131,22000910,3PT,made,8,10
884,1631131,22000910,3PT,made,0,20
885,1630192,22000910,FT,missed,11,26
886,1630192,22000910,FT,made,1,24
887,101108,22000910,3PT,made,5,23
888,101108,22000910,3PT,missed,4,45
889,101108,22000910,2PT,missed,1,29
890,101108,22000910,FT,missed,2,50
891,101108,22000910,2PT,missed,2,32
892,1628464,22000910,3PT,made,2,27
893,1628464,22000910,3PT,made,11,50
894,1628464,22000910,3PT,made,11,12
895,1628365,22000910,FT,missed,1,59
896,1628365,22000910,3PT,missed,10,36
897,1628365,22000910,2PT,made,6,38
898,1630311,22000910,3PT,made,2,8
899,1630311,22000910,2PT,missed,11,40
900,1630311,22000910,FT,made,5,38
901,1641772,22000910,2PT,made,8,2
902,1641772,22000910,3PT,missed,9,18
903,1641772,22000910,2PT,missed,6,19
904,1641772,22000910,FT,missed,6,58
905,1641772,22000910,3PT,made,7,30
906,1641709,22000784,2PT,made,10,11
907,1641709,22000784,2PT,missed,8,29
908,1641709,22000784,2PT,made,7,43
909,1629660,22000784,3PT,missed,4,53
910,1629660,22000784,3PT,missed,3,16
911,1629660,22000784,3PT,missed,8,13
912,1629660,22000784,FT,made,10,9
913,203486,22000784,FT,made,9,54
914,203486,22000784,2PT,missed,2,39
915,1641752,22000784,2PT,made,9,58
916,1641752,22000784,FT,missed,11,1
917,1641752,22000784,2PT,made,11,45
918,1641752,22000784,2PT,missed,0,43
919,1630314,22000784,3PT,missed,4,12
920,1630314,22000784,3PT,missed,11,21
921,1630314,22000784,3PT,made,4,53
922,1642399,22000784,3PT,made,1,23
923,203109,22000784,FT,missed,0,34
924,203109,22000784,2PT,made,10,45
925,1630578,22000784,3PT,made,0,25
926,1630578,22000784,FT,missed,4,52
927,1630578,22000784,2PT,missed,0,16
928,1630169,22000784,FT,made,0,45
929,1630169,22000784,2PT,missed,3,44
930,203471,22000784,2PT,missed,3,7
931,203471,22000784,2PT,missed,0,33
932,203471,22000784,2PT,made,3,4
933,203471,22000784,FT,made,5,10
934,1626204,21900802,3PT,missed,5,45
935,1626204,21900802,3PT,made,0,25
936,1626204,21900802,2PT,missed,10,48
937,1628978,21900802,3PT,missed,4,43
938,1628978,21900802,3PT,missed,3,15
939,1631115,21900802,2PT,made,11,52
940,1631115,21900802,3PT,missed,5,4
941,1631115,21900802,2PT,missed,3,36
942,1631115,21900802,FT,missed,11,45
943,1642262,21900802,FT,made,4,55
944,1642262,21900802,3PT,missed,5,32
945,1642262,21900802,FT,made,11,44
946,1642262,21900802,2PT,missed,10,17
947,1642262,21900802,2PT,missed,6,10
948,1642274,21900802,FT,made,4,31
949,1642274,21900802,FT,missed,10,6
950,1642402,21900802,2PT,made,0,45
951,1642402,21900802,3PT,made,5,37
952,1628970,21900802,3PT,made,10,31
953,1642439,21900802,FT,missed,8,20
954,1642439,21900802,3PT,missed,2,16
955,1631105,21900802,3PT,missed,10,16
956,203083,21900802,3PT,made,2,44
957,203083,21900802,2PT,missed,7,56
958,203083,21900802,3PT,missed,7,3
959,203083,21900802,2PT,made,1,6
960,203083,21900802,FT,made,1,28
961,1627734,22300709,FT,missed,2,22
962,1627734,22300709,FT,missed,1,55
963,1630170,22300709,FT,missed,10,26
964,1642399,22300709,2PT,made,2,22
965,1642399,22300709,2PT,missed,5,11
966,1642399,22300709,3PT,missed,2,55
967,1630658,22300709,FT,made,1,42
968,1629023,22300709,2PT,missed,5,15
969,1629023,22300709,2PT,missed,7,18
970,1629023,22300709,FT,missed,4,3
971,1629023,22300709,3PT,made,9,51
972,1642422,22300709,2PT,missed,5,39
973,1642422,22300709,3PT,missed,8,50
974,1641842,22300709,2PT,made,2,34
975,1641842,22300709,2PT,made,10,5
976,1641842,22300709,3PT,made,9,15
977,1641767,22300709,FT,made,2,18
978,1641767,22300709,2PT,made,11,35
979,1629628,22300709,2PT,made,8,8
980,1630550,22300709,2PT,made,4,46
981,1630550,22300709,FT,missed,5,34
982,1630550,22300709,FT,made,5,56
983,1630550,22300709,2PT,made,10,39
984,1630550,22300709,3PT,missed,9,19
985,1626143,22200049,3PT,missed,8,39
986,1626143,22200049,2PT,made,9,23
987,1641710,22200049,3PT,missed,11,27
988,1641710,22200049,3PT,made,8,35
989,1641710,22200049,2PT,made,9,38
990,1641710,22200049,FT,missed,2,55
991,1627777,22200049,2PT,made,3,44
992,1627777,22200049,2PT,made,1,0
993,1627777,22200049,3PT,missed,7,33
994,1627777,22200049,3PT,missed,8,40
995,1641809,22200049,FT,made,6,53
996,1641809,22200049,2PT,missed,2,49
997,1641809,22200049,2PT,missed,3,11
998,1641809,22200049,2PT,made,1,38
999,203991,22200049,3PT,made,0,24
1000,203991,22200049,FT,made,11,11
1001,203991,22200049,2PT,missed,5,4
1002,203991,22200049,2PT,missed,2,18
1003,203991,22200049,3PT,missed,10,17
1004,202709,22200049,3PT,missed,4,29
1005,202709,22200049,FT,missed,6,53
1006,202709,22200049,FT,missed,2,50
1007,202709,22200049,FT,missed,6,6
1008,1642402,22200049,3PT,made,7,24
1009,1642402,22200049,3PT,made,11,51
1010,1642402,22200049,2PT,missed,8,8
1011,1642402,22200049,3PT,made,3,0
1012,1642402,22200049,FT,made,4,8
1013,1627736,22200049,3PT,missed,6,16
1014,1627736,22200049,3PT,missed,0,52
1015,1630549,22200049,2PT,made,1,18
1016,1642024,22200049,FT,made,1,19
1017,1642024,22200049,FT,missed,3,58
1018,1631232,22300566,3PT,missed,11,2
1019,1629006,22300566,2PT,missed,4,57
1020,1629006,22300566,3PT,made,2,28
1021,1630526,22300566,3PT,made,6,44
1022,1641725,22300566,2PT,made,8,15
1023,1641725,22300566,2PT,missed,8,33
1024,1641725,22300566,FT,made,2,12
1025,1630559,22300566,FT,missed,0,36
1026,1630559,22300566,2PT,made,10,47
1027,1630559,22300566,FT,made,7,33
1028,1630559,22300566,3PT,made,11,2
1029,1641737,22300566,3PT,missed,10,3
1030,1641737,22300566,FT,missed,8,51
1031,1641989,22300566,3PT,missed,4,27
1032,1641989,22300566,3PT,made,4,31
1033,1641989,22300566,FT,missed,2,29
1034,1641989,22300566,3PT,missed,6,47
1035,1641989,22300566,2PT,made,4,6
1036,1630208,22300566,FT,missed,8,42
1037,1630550,22300566,3PT,missed,11,33
1038,1630550,22300566,FT,missed,3,17
1039,1630550,22300566,FT,made,8,54
1040,1630550,22300566,2PT,made,2,44
1041,1630553,22300566,2PT,made,4,46
1042,1630553,22300566,FT,made,10,43
1043,1630553,22300566,2PT,made,9,14
1044,1642348,21900602,3PT,made,4,32
1045,1642348,21900602,2PT,missed,7,2
1046,1642348,21900602,2PT,missed,3,25
1047,1642348,21900602,3PT,made,5,51
1048,1629003,21900602,FT,made,0,9
1049,1629003,21900602,3PT,made,4,48
1050,1629003,21900602,FT,made,9,34
1051,1629003,21900602,FT,missed,7,38
1052,1631106,21900602,3PT,made,9,41
1053,1631106,21900602,2PT,made,11,23
1054,1641766,21900602,FT,missed,9,52
1055,1641766,21900602,2PT,missed,8,34
1056,1630527,21900602,2PT,missed,7,39
1057,1630527,21900602,FT,made,9,53
1058,1626143,21900602,3PT,missed,10,40
1059,1626143,21900602,3PT,made,2,29
1060,1626143,21900602,3PT,missed,11,26
1061,1629028,21900602,3PT,made,9,23
1062,1629028,21900602,3PT,made,7,16
1063,1642279,21900602,2PT,made,1,4
1064,1642285,21900602,FT,made,7,29
1065,203458,21900602,3PT,made,11,45
1066,203458,21900602,3PT,missed,8,26
1067,203458,21900602,FT,made,9,5
1068,203458,21900602,FT,missed,11,41
1069,1641794,22000305,3PT,made,10,4
1070,1641794,22000305,3PT,missed,0,51
1071,1627746,22000305,3PT,made,10,53
1072,1627746,22000305,FT,missed,10,21
1073,1631212,22000305,2PT,made,1,41
1074,1631212,22000305,FT,made,5,58
1075,1628420,22000305,2PT,missed,4,28
1076,1630228,22000305,2PT,missed,10,53
1077,1630228,22000305,3PT,made,4,8
1078,1630228,22000305,FT,missed,4,8
1079,1630228,22000305,3PT,made,8,3
1080,1630228,22000305,FT,missed,7,0
1081,1642273,22000305,2PT,made,2,30
1082,1642419,22000305,FT,made,4,17
1083,1642419,22000305,3PT,made,1,23
1084,1642419,22000305,FT,made,10,46
1085,1631216,22000305,FT,missed,11,53
1086,1631216,22000305,FT,missed,8,58
1087,1631216,22000305,3PT,made,5,53
1088,202696,22000305,3PT,missed,8,10
1089,202696,22000305,2PT,missed,4,12
1090,202696,22000305,3PT,made,4,50
1091,1626158,22000305,2PT,missed,1,25
1092,1626158,22000305,FT,made,4,4
1093,1630604,22201216,2PT,missed,8,13
1094,1630604,22201216,FT,missed,6,51
1095,1630604,22201216,FT,made,10,27
1096,1630604,22201216,FT,missed,0,42
1097,1641717,22201216,FT,missed,5,41
1098,1631094,22201216,FT,missed,5,35
1099,1630703,22201216,3PT,missed,5,30
1100,203081,22201216,2PT,made,2,56
1101,1629234,22201216,3PT,missed,1,6
1102,1629234,22201216,3PT,missed,2,54
1103,1641709,22201216,3PT,made,6,49
1104,1641709,22201216,3PT,made,10,9
1105,1641709,22201216,3PT,missed,3,22
1106,203991,22201216,2PT,missed,7,43
1107,203991,22201216,FT,made,2,1
1108,203991,22201216,FT,missed,7,31
1109,203991,22201216,FT,missed,0,4
1110,203991,22201216,3PT,missed,6,31
1111,1630567,22201216,2PT,made,6,36
1112,1630567,22201216,FT,made,6,7
1113,1630567,22201216,3PT,missed,5,8
1114,1630567,22201216,FT,made,4,25
1115,1641724,22201216,2PT,made,10,41
1116,1641724,22201216,FT,made,7,10
1117,203507,22100636,FT,made,11,4
1118,203078,22100636,FT,missed,2,55
1119,202709,22100636,3PT,made,9,24
1120,1642385,22100636,3PT,made,9,57
1121,1642385,22100636,2PT,missed,9,56
1122,1642385,22100636,2PT,made,0,44
1123,1642385,22100636,3PT,missed,1,26
1124,1642385,22100636,2PT,missed,2,59
1125,1631109,22100636,FT,missed,7,32
1126,1631109,22100636,3PT,made,10,1
1127,1631109,22100636,FT,missed,5,13
1128,1631109,22100636,2PT,missed,8,28
1129,1631109,22100636,FT,made,3,19
1130,1641736,22100636,FT,made,8,8
1131,1641736,22100636,FT,missed,11,12
1132,1641736,22100636,2PT,missed,8,42
1133,1641736,22100636,3PT,made,0,32
1134,1641736,22100636,3PT,made,4,26
1135,1631115,22100636,FT,missed,10,23
1136,1631115,22100636,3PT,missed,6,1
1137,1631115,22100636,2PT,made,6,2
1138,1631115,22100636,2PT,missed,0,44
1139,1631115,22100636,2PT,made,8,31
1140,1641726,22100636,2PT,made,11,39
1141,1630544,22100636,3PT,made,2,51
1142,203486,22100636,2PT,missed,2,21
1143,203486,22100636,2PT,made,10,3
1144,203486,22100636,FT,made,11,57
1145,203486,22100636,FT,missed,5,39
1146,1630558,22200973,FT,made,9,5
1147,1630558,22200973,2PT,missed,6,18
1148,1630558,22200973,FT,made,3,31
1149,1630558,22200973,3PT,made,2,10
1150,1630558,22200973,2PT,made,6,8
1151,1630166,22200973,FT,made,2,30
1152,1630166,22200973,3PT,missed,9,12
1153,1630166,22200973,3PT,missed,0,50
1154,1630166,22200973,2PT,made,10,33
1155,203078,22200973,FT,made,0,58
1156,203078,22200973,3PT,made,10,19
1157,203078,22200973,2PT,made,6,56
1158,203500,22200973,2PT,made,9,50
1159,203500,22200973,FT,missed,11,1
1160,203500,22200973,FT,missed,9,6
1161,202685,22200973,3PT,made,9,38
1162,202685,22200973,3PT,made,4,42
1163,1631311,22200973,2PT,made,7,2
1164,1631311,22200973,3PT,made,0,23
1165,1631311,22200973,2PT,made,9,3
1166,1629638,22200973,FT,made,3,45
1167,1630526,22200973,FT,made,7,32
1168,203903,22200973,FT,missed,7,39
1169,203903,22200973,FT,made,1,4
1170,203903,22200973,FT,made,0,5
1171,1629021,22200973,3PT,missed,3,18
1172,1629021,22200973,FT,missed,3,40
1173,1641741,22300047,2PT,made,2,22
1174,1641890,22300047,2PT,made,8,10
1175,1641890,22300047,3PT,made,0,19
1176,1641890,22300047,3PT,missed,4,59
1177,1641890,22300047,3PT,missed,9,28
1178,1641890,22300047,FT,made,5,15
1179,1642353,22300047,FT,missed,6,53
1180,1642353,22300047,3PT,missed,5,42
1181,1642353,22300047,3PT,missed,11,19
1182,1642353,22300047,2PT,made,6,14
1183,203939,22300047,2PT,missed,0,21
1184,203939,22300047,3PT,made,2,20
1185,203939,22300047,2PT,missed,7,9
1186,1642385,22300047,2PT,made,3,11
1187,1642385,22300047,FT,made,0,59
1188,1630700,22300047,2PT,missed,4,2
1189,1630644,22300047,2PT,missed,6,48
1190,1630644,22300047,FT,made,2,43
1191,1630644,22300047,3PT,missed,7,45
1192,1630644,22300047,2PT,missed,0,31
1193,1630200,22300047,2PT,made,10,23
1194,1630200,22300047,FT,missed,9,44
1195,1630200,22300047,FT,missed,7,28
1196,1630545,22300047,3PT,made,4,2
1197,1630311,22300047,FT,made,10,14
1198,1630311,22300047,FT,missed,4,8
1199,1630311,22300047,3PT,missed,0,49
1200,1630311,22300047,FT,made,9,7
1201,1630311,22300047,FT,made,10,43
1202,1629004,22000317,3PT,missed,8,0
1203,1629004,22000317,2PT,made,7,7
1204,1629004,22000317,3PT,made,0,18
1205,1629004,22000317,3PT,made,4,39
1206,1629004,22000317,2PT,missed,10,32
1207,1627749,22000317,FT,made,2,55
1208,1628371,22000317,2PT,made,1,14
1209,1628371,22000317,3PT,made,5,1
1210,1628371,22000317,3PT,missed,5,51
1211,1642422,22000317,2PT,made,10,22
1212,1642422,22000317,2PT,made,8,10
1213,1642422,22000317,3PT,missed,7,30
1214,1642422,22000317,3PT,missed,5,32
1215,202685,22000317,2PT,made,7,0
1216,202685,22000317,3PT,missed,4,21
1217,202685,22000317,2PT,missed,0,14
1218,202685,22000317,3PT,made,11,19
1219,203967,22000317,3PT,missed,10,5
1220,203967,22000317,FT,made,8,0
1221,203967,22000317,3PT,made,1,33
1222,203967,22000317,2PT,made,11,34
1223,1627783,22000317,3PT,made,5,24
1224,1627783,22000317,FT,missed,0,43
1225,1627783,22000317,3PT,made,2,2
1226,1627783,22000317,FT,made,2,35
1227,203076,22000317,2PT,made,9,18
1228,203076,22000317,3PT,made,1,13
1229,203076,22000317,FT,missed,6,7
1230,203076,22000317,2PT,missed,3,2
1231,203076,22000317,FT,made,5,3
1232,1642419,22000317,FT,missed,0,13
1233,1642419,22000317,3PT,made,0,43
1234,1642419,22000317,FT,made,5,16
1235,1630245,22000317,2PT,made,6,34
1236,1627746,22300750,2PT,made,10,12
1237,1627746,22300750,3PT,made,9,28
1238,1627746,22300750,2PT,made,0,30
1239,1630578,22300750,FT,made,11,39
1240,1642379,22300750,FT,missed,5,59
1241,1642379,22300750,2PT,missed,11,34
1242,1642379,22300750,FT,made,5,13
1243,1629675,22300750,3PT,made,9,56
1244,1629675,22300750,3PT,made,11,53
1245,1629675,22300750,FT,made,8,27
1246,1629675,22300750,2PT,missed,4,57
1247,1629675,22300750,FT,missed,8,41
1248,1629643,22300750,2PT,made,5,32
1249,1629643,22300750,2PT,missed,0,27
1250,1641720,22300750,2PT,made,7,55
1251,1641720,22300750,2PT,made,4,24
1252,1641720,22300750,FT,missed,3,47
1253,1641720,22300750,3PT,made,3,7
1254,1641720,22300750,3PT,missed,3,55
1255,1630178,22300750,2PT,made,0,47
1256,1630178,22300750,2PT,missed,3,36
1257,1630178,22300750,3PT,missed,3,50
1258,1641733,22300750,3PT,missed,6,0
1259,1630631,22300750,2PT,missed,4,45
1260,1630631,22300750,2PT,made,1,4
1261,1628983,22300750,FT,missed,7,43
1262,1628983,22300750,2PT,made,8,38
1263,1628983,22300750,3PT,missed,6,38
1264,1641810,22000236,3PT,made,11,58
1265,1641810,22000236,2PT,missed,0,2
1266,1630573,22000236,FT,made,8,18
1267,1630573,22000236,2PT,made,3,6
1268,1630573,22000236,FT,missed,11,7
1269,1630170,22000236,2PT,missed,10,45
1270,1630170,22000236,FT,missed,2,15
1271,1628408,22000236,FT,missed,1,6
1272,1628408,22000236,2PT,missed,5,28
1273,1628408,22000236,FT,made,9,9
1274,1628408,22000236,2PT,missed,3,58
1275,203937,22000236,3PT,made,7,5
1276,202710,22000236,3PT,made,2,40
1277,202710,22000236,3PT,missed,11,13
1278,202710,22000236,FT,missed,1,29
1279,202710,22000236,FT,made,9,8
1280,1630182,22000236,2PT,made,8,51
1281,1642280,22000236,2PT,missed,2,58
1282,1642280,22000236,FT,made,7,16
1283,1642280,22000236,FT,made,11,39
1284,1642280,22000236,FT,made,5,29
1285,1642280,22000236,3PT,missed,11,7
1286,1642484,22000236,FT,made,3,30
1287,1642484,22000236,FT,missed,7,46
1288,1629627,22000236,3PT,missed,4,58
1289,1629627,22000236,3PT,made,1,59
1290,1629627,22000236,FT,missed,7,52
1291,1629627,22000236,2PT,made,11,27
1292,1629627,22000236,FT,missed,5,2
1293,1630700,22101124,FT,missed,10,14
1294,1630700,22101124,3PT,missed,4,6
1295,1630700,22101124,3PT,missed,9,35
1296,1630700,22101124,2PT,missed,5,20
1297,1630700,22101124,3PT,missed,9,40
1298,203952,22101124,2PT,missed,10,25
1299,203952,22101124,FT,made,6,0
1300,1630703,22101124,2PT,missed,5,43
1301,1630703,22101124,2PT,missed,3,24
1302,1630703,22101124,FT,made,4,41
1303,1630703,22101124,FT,made,0,33
1304,1630703,22101124,2PT,made,0,2
1305,202696,22101124,FT,missed,6,1
1306,202696,22101124,2PT,made,5,11
1307,202696,22101124,3PT,missed,4,9
1308,202696,22101124,2PT,made,8,8
1309,1627814,22101124,2PT,made,9,45
1310,1627814,22101124,2PT,made,10,26
1311,1629018,22101124,2PT,missed,5,33
1312,1629018,22101124,FT,made,11,26
1313,1629018,22101124,3PT,missed,4,39
1314,1642439,22101124,2PT,missed,7,50
1315,203995,22101124,2PT,made,11,4
1316,203995,22101124,2PT,missed,2,18
1317,203995,22101124,3PT,missed,0,17
1318,1629023,22101124,2PT,made,10,3
1319,1629023,22101124,2PT,missed,1,28
1320,203967,22101124,3PT,missed,6,28
1321,1631127,22300557,3PT,made,11,34
1322,1631127,22300557,2PT,made,1,24
1323,1630249,22300557,FT,missed,10,34
1324,1629023,22300557,2PT,missed,6,5
1325,1631093,22300557,2PT,missed,4,41
1326,1631093,22300557,3PT,made,5,48
1327,1631093,22300557,3PT,made,1,32
1328,1631093,22300557,FT,missed,2,19
1329,1631165,22300557,2PT,missed,8,58
1330,1629008,22300557,FT,missed,0,27
1331,1629008,22300557,FT,missed,11,3
1332,1629008,22300557,3PT,made,5,19
1333,101108,22300557,2PT,missed,1,37
1334,101108,22300557,2PT,missed,3,17
1335,101108,22300557,2PT,made,0,41
1336,101108,22300557,FT,made,8,39
1337,1630695,22300557,2PT,made,1,34
1338,1630695,22300557,2PT,missed,11,36
1339,1630217,22300557,FT,missed,4,13
1340,1630217,22300557,2PT,missed,8,13
1341,1630217,22300557,2PT,missed,2,18
1342,1630217,22300557,3PT,missed,8,59
1343,1641708,22300557,2PT,missed,9,22
1344,1641708,22300557,FT,made,2,54
1345,1641708,22300557,2PT,made,9,38
1346,1630574,22101163,3PT,missed,9,22
1347,1630574,22101163,2PT,missed,10,31
1348,1642348,22101163,FT,missed,6,44
1349,1630702,22101163,2PT,made,11,7
1350,1630702,22101163,FT,made,5,40
1351,1630702,22101163,2PT,made,11,28
1352,1630702,22101163,FT,missed,4,55
1353,1630702,22101163,2PT,missed,4,33
1354,1630573,22101163,3PT,missed,7,5
1355,1630573,22101163,3PT,missed,6,21
1356,1630573,22101163,3PT,made,2,0
1357,1630573,22101163,FT,missed,8,19
1358,1642280,22101163,2PT,made,11,19
1359,1631119,22101163,3PT,missed,9,41
1360,1631119,22101163,2PT,made,8,39
1361,1631119,22101163,2PT,made,3,54
1362,1631097,22101163,3PT,made,2,37
1363,1631097,22101163,3PT,missed,3,12
1364,1631097,22101163,3PT,made,6,54
1365,1631097,22101163,2PT,missed,0,39
1366,1641729,22101163,3PT,missed,1,51
1367,1641729,22101163,2PT,made,6,43
1368,1641729,22101163,2PT,missed,0,34
1369,1630346,22101163,FT,missed,1,48
1370,1630346,22101163,2PT,made,9,52
1371,1630346,22101163,FT,missed,1,24
1372,1630346,22101163,FT,made,3,36
1373,1630346,22101163,2PT,missed,4,36
1374,203552,22101163,3PT,missed,4,21
